1 106394
1 105663
1 105673
2 55905.9
2 55937.7
2 55934.1
4 28084.9
4 28265.6
4 28126.6
8 14088.9
8 14120.3
8 14106.5
16 7124.63
16 7098.24
16 7104.13
32 3631.69
32 3597.44
32 3908.38
64 2225.23
64 1971.09
64 1976.18
