1 105718
1 105723
1 105753
2 56036
2 55948
2 56224
4 27988
4 27976
4 28180
8 14750
8 14634
8 14209
16 8058
16 8408
16 7853
32 4973
32 5073
32 4903
64 6816
64 4314
64 4859
