1 105877
1 106387
1 105996
2 55930
2 55958
2 55936
4 28601
4 28128
4 27998
8 14023
8 14084
8 14085
16 7317
16 7308
16 7311
32 4520
32 4565
32 4617
64 3979
64 4292
64 5251
