1 2983
1 2966
1 2997
1 2997
2 1579
2 1582
2 1585
2 1578
4 802
4 807
4 801
4 802
8 450
8 577
8 550
8 596
16 330
16 501
16 457
16 480
32 315
32 314
32 385
32 414
64 531
64 577
64 534
64 602
