1 2983
1 3002
1 2962
1 2984
2 1573
2 1570
2 1569
2 1568
4 794
4 795
4 793
4 795
8 449
8 422
8 424
8 424
16 231
16 232
16 231
16 231
32 238
32 237
32 240
32 238
64 408
64 399
64 434
64 402
