1 2981.76
1 2993.34
1 3004.51
1 2988.22
2 1589.32
2 1590.47
2 1588.56
2 1595.53
4 817.327
4 810.04
4 812.875
4 805.643
8 416.8
8 416.959
8 416.06
8 419.767
16 221.429
16 222.86
16 220.101
16 220.486
32 126.935
32 125.434
32 124.15
32 125.887
64 83.395
64 81.247
64 82.422
64 87.445
